Geneid,GroupA_1,GroupA_2,GroupA_3,GroupB_1,GroupB_2,GroupB_3,foldchange,pvalue
TP53I13,292,336,274,365,290,505,0.97135891,0.512354058
GIT1,794,1088,665,1233,934,1211,0.988694345,0.735261303
ANKRD13B,109,129,98,163,124,173,1.123222908,0.047001103
CORO6,4,2,4,8,6,2,0.99221715,0.85408908
SSH2,491,616,537,800,580,781,1.021275869,0.64924857
EFCAB5,14,18,26,26,28,39,0.961623822,0.217782311
NSRP1,8124,10182,8942,13434,10258,14943,1.044667534,0.155756258
SLC6A4,43,59,49,54,43,85,0.992467238,0.827281195
BLMH,919,1043,1130,1420,1043,1793,1.005844269,0.833492036
CPD,2000,3036,2634,3508,2469,4908,1.073483752,0.093170269
GOSR1,1521,2078,1836,2697,1918,3264,1.017763011,0.470142299
CRLF3,477,638,500,716,551,797,0.97175296,0.77263663
ATAD5,380,462,460,744,402,758,0.963793286,0.5378215
TEFM,157,189,163,280,212,292,0.997399277,0.93962442
ADAP2,57,78,49,82,57,85,0.999713774,0.996535863
NF1,777,966,809,1137,839,1437,0.959122918,0.272091512
OMG,0,0,0,2,4,2,0.757594878,0.195824008
EVI2B,0,2,2,0,0,2,1.629212429,0.759851386
EVI2A,0,6,0,0,0,4,1.646200817,1
RAB11FIP4,2709,4344,3522,4926,3174,5996,1.035975073,0.858628477
COPRS,824,1107,1172,1519,991,1639,0.950580206,0.243714838
UTP6,4136,5558,4627,6926,5560,8230,1.029800063,0.450060173
SUZ12,1363,1717,1538,2392,1596,2614,1.10174489,0.032959341
LRRC37B,124,162,116,228,120,214,1.659063177,0.000134817
RHOT1,317,541,391,551,481,700,1.612154318,0.000946097
C17orf75,287,431,370,493,367,613,1.022416645,0.638051132
ZNF207,3135,3847,3318,5057,3914,6058,1.041660357,0.247881066
PSMD11,3642,4667,3982,5592,4419,6854,0.994070073,0.871537936
CDK5R1,67,107,66,93,72,106,0.313004643,1.62112E-35
MYO1D,773,989,784,1191,940,1360,1.401920779,0.001105206
TMEM98,216,316,284,377,209,474,0.96482576,0.336199256
CCL13,0,0,0,0,0,2,1.012626361,0.563393948
TMEM132E,6,10,6,8,4,10,1.006393483,0.866796472
CCT6B,18,46,52,44,26,65,0.856080706,0.002215344
ZNF830,1111,1805,1464,1891,1522,2245,1.020435613,0.602745039
LIG3,1132,1580,1290,1997,1366,2208,0.626035779,0.471999982
RFFL,658,910,693,939,895,1091,1.017447152,0.776725601
AC004223.3,272,355,271,371,329,441,0.623406119,3.33366E-07
RAD51D,198,244,188,297,220,327,1.030124638,0.366759433
FNDC8,0,8,8,1,8,9,1.085190949,0.246741296
NLE1,174,254,214,274,162,338,1.116733882,0.072151777
UNC45B,0,0,0,0,2,0,0.929591492,0.082328772
SLFN5,236,397,142,392,239,168,1.501501298,0.04284079
SLFN11,2,4,0,0,0,2,1.08536939,0.051507438
SLFN12,0,0,2,2,0,0,1.042995247,0.186266535
SLFN13,2,0,0,2,2,0,0.979364414,0.441409198
SLFN14,0,0,2,0,0,2,1.352205313,0.26210128
PEX12,24,66,50,70,48,78,1.09203451,0.028007801
AP2B1,3898,5046,4398,5877,4576,6900,1.109618788,0.097921636
TAF15,10313,15069,15985,19877,13159,24055,0.983883953,0.520229067
RASL10B,70,162,107,179,124,163,0.975455949,0.399626282
MMP28,4,0,0,0,0,3,1.04745829,0.099481868
C17orf50,4,0,0,0,2,2,0.986894523,0.733050266
RDM1,2,0,0,2,0,2,1.189162972,0.01960204
LYZL6,0,0,0,0,0,2,1.000420853,0.990430751
CCL16,20,40,31,44,38,62,0.927206296,0.394207417
CCL14,7,24,17,40,27,51,0.862839969,0.011640418
CCL15-CCL14,28,61,51,45,63,97,0.959277212,0.182958486
CCL15,26,54,53,36,52,74,1.097574002,0.860052499
CCL23,2,3,0,8,2,3,1.035774388,0.29940699
TBC1D3B,10,12,4,5,4,11,0.988099482,0.632788467
TBC1D3I,8,22,20,19,13,23,0.527172509,0.000145525
TBC1D3G,5,14,11,17,14,14,0.95822323,0.176481359
TBC1D3H,61,85,60,119,85,114,1.07766946,0.255965191
TBC1D3F,13,32,19,44,13,46,0.978437801,0.67360802
ZNHIT3,435,584,485,705,568,806,0.791940344,0.007078411
MYO19,675,772,623,1039,766,1200,1.154989142,0.024394977
PIGW,295,447,445,603,426,720,1.222052768,0.221156065
GGNBP2,3738,5040,4202,6157,4424,7047,1.042906407,0.224617331
DHRS11,182,285,281,386,235,469,1.030176737,0.724489017
MRM1,59,102,53,107,92,144,1.006192892,0.908797067
LHX1,6,6,6,2,4,6,2.069589646,0.000283508
AATF,13273,17426,13402,22715,16784,22514,1.002945827,0.916730602
ACACA,2060,2905,2540,3689,2613,4669,1.024826624,0.523336813
C17orf78,0,2,6,2,3,8,1.101923625,0.036069967
TADA2A,238,348,310,401,295,443,1.200658175,0.67931433
DUSP14,174,189,172,226,178,322,1.014809032,0.779758439
SYNRG,665,1096,878,1113,916,1428,0.737891913,0.317350661
DDX52,2591,3188,3064,4452,3252,5022,0.968401812,0.36266738
HNF1B,116,174,124,218,153,237,0.99578203,0.86683779
TBC1D3K,8,12,13,22,11,16,0.931723289,0.212654223
TBC1D3L,68,68,83,91,93,111,0.968210846,0.262105877
TBC1D3D,54,55,47,62,55,59,2.051857543,0.00027273
TBC1D3C,28,28,20,44,30,59,1.019858403,0.742241776
TBC1D3E,6,10,4,6,7,11,1.051653785,0.081284617
TBC1D3,42,38,42,49,52,80,0.957276596,0.260536215
MRPL45,1460,2037,1694,2355,1704,3070,1.003695407,0.912260284
GPR179,6,4,4,2,2,4,1.04899318,0.534954414
SOCS7,538,795,692,963,670,1138,0.990404177,0.764449504
ARHGAP23,14,17,22,32,26,28,1.034820863,0.349785828
SRCIN1,45,77,61,103,89,65,0.889584355,0.112461212
EPOP,1208,1844,2132,2380,1456,3280,0.976656254,0.512568693
MLLT6,3143,4082,3812,5444,3505,6237,1.073885853,0.088270356
CISD3,490,828,634,924,761,1144,0.976498752,0.575211852
PCGF2,496,773,731,911,623,1212,1.079795471,0.196211335
PSMB3,929,1238,912,1411,1098,1765,0.99428522,0.88750761
PIP4K2B,1681,2495,2111,2943,2095,3660,1.270416187,0.006959508
CWC25,2420,3391,2974,4077,3104,4589,0.624251736,1.68778E-08
RPL23,14650,20082,17330,22688,17674,30718,0.976080193,0.754951718
LASP1,13208,18301,15838,20944,16578,27047,0.984546312,0.648837693
LINC00672,0,2,0,2,0,0,1.016889396,0.523874657
PLXDC1,0,0,0,1,0,0,1.023243692,0.368401165
CACNB1,48,66,41,98,65,92,0.983752586,0.59246192
RPL19,31409,43569,35577,50446,37885,64206,1.019620569,0.556216865
STAC2,0,4,4,2,0,2,0.971291676,0.614177608
FBXL20,145,224,173,229,195,323,1.051778231,1
MED1,4098,5717,4884,6834,5088,8308,1.017925038,0.61624783
CDK12,5688,7847,6467,9728,7168,11605,1.011874269,0.721200045
NEUROD2,2,6,0,0,0,2,0.979031427,0.647319817
PPP1R1B,0,0,2,0,2,8,1.366245854,0.45161786
STARD3,375,508,446,587,438,742,1.116558501,0.052206388
TCAP,0,4,2,0,2,2,0.939712612,0.02610631
PNMT,0,2,2,0,0,2,0.96306138,0.686240889
PGAP3,45,56,71,69,54,121,0.967994654,0.412398252
ERBB2,1432,1840,1959,2293,1475,3226,1.079133119,0.043650852
MIEN1,649,823,790,975,660,1268,0.854083918,0.035321408
GRB7,168,218,266,310,185,435,0.945337094,0.272210843
IKZF3,2,0,8,0,0,2,1.004996709,0.86749737
GSDMB,91,164,108,176,125,188,0.961244324,0.189657975
ORMDL3,1629,2649,2163,2816,2222,3521,1.004264386,0.907785949
GSDMA,4,2,1,2,6,0,1.027284945,0.606358561
PSMD3,3813,4381,4011,6029,4685,7314,1.012871133,0.726950521
CSF3,1,2,4,4,2,4,1.366277858,0.049591217
MED24,1314,1686,1401,2226,1707,2533,0.956463052,0.108693948
THRA,396,470,459,661,461,876,0.989493197,0.860901436
NR1D1,83,85,49,125,82,151,1.024015846,0.632324277
MSL1,2773,3694,3403,4755,3355,5412,1.007338162,0.735276731
CASC3,7315,9834,8380,12059,9089,13921,0.188885738,1.02006E-12
RAPGEFL1,32,52,60,74,50,92,0.899379823,0.021188314
WIPF2,1658,2300,1905,2685,2095,2921,1.006295172,0.854754119
CDC6,2558,3714,3898,5205,3541,6306,0.988669646,0.842249403
RARA,206,308,216,364,291,434,0.951601287,0.294914493
GJD3,888,1205,878,1357,953,1409,0.978324064,0.67115531
TOP2A,13075,16948,19891,26744,15173,31031,0.985047437,0.601972179
IGFBP4,1228,1560,1058,1770,1420,1735,1.034178011,0.341484796
TNS4,3146,3801,2618,4065,3347,4007,0.89451727,0.062421045
CCR7,120,136,90,199,112,143,1.270257507,0.169673392
SMARCE1,19817,25606,22241,32174,22806,36258,1.106810888,0.106485979
AC073508.2,19747,25504,22133,32015,22715,36081,0.549675153,5.50826E-08
KRT10,557,849,769,930,824,1288,0.953329675,0.459660366
KRT12,57,78,48,66,34,55,0.998879004,0.983099914
KRT20,111,134,78,212,112,187,0.843417001,1.20284E-07
KRT23,5631,8645,5568,7929,6896,9042,0.959195597,0.559867607
KRT39,0,2,2,6,0,2,0.834907004,0.07676946
KRT40,12,3,0,3,8,0,0.818276089,3.69434E-05
KRTAP3-3,0,2,2,2,0,0,1.237939669,6.42111E-06
KRTAP3-2,2,2,0,2,0,0,1.097962844,0.444851185
KRTAP3-1,100,84,73,120,96,82,1.110483552,0.01969801
KRTAP1-5,0,0,0,0,2,0,1.018385888,0.495379775
KRTAP1-3,0,0,0,0,2,0,1.015270127,0.578578901
KRTAP1-1,0,0,0,0,2,2,0.753986675,3.51156E-06
KRTAP2-1,0,0,0,0,2,0,1.038215185,0.546659018
KRTAP2-2,0,1,1,0,0,2,0.974806297,0.577861348
KRTAP2-3,23,33,23,39,30,41,0.999421526,0.978326448
KRTAP2-4,0,0,0,2,2,0,1.005652566,0.859130575
KRTAP4-8,0,0,0,0,2,0,1.029088514,0.274313703
KRTAP4-16,2,0,0,0,2,2,0.904084033,0.113213502
KRTAP4-6,2,0,0,0,0,2,0.71962494,0.018871207
KRTAP4-4,0,0,0,0,0,2,0.983525562,0.520517185
KRTAP9-4,0,2,0,0,0,2,1.01607191,0.731118869
KRTAP9-7,0,2,0,0,2,2,1.000473211,0.992496027
KRTAP16-1,0,2,2,4,2,2,1.040755319,0.257901122
KRT34,2,6,0,0,2,2,7.743027914,3.96543E-11
KRT31,2,2,0,2,0,2,0.317243847,1.12694E-05
KRT37,187,210,40,199,242,75,1.001394904,0.948921038
KRT38,14,12,17,33,8,15,0.537515875,0.001862905
KRT32,2,4,0,4,6,0,1.124081703,0.064996889
KRT35,0,2,7,0,4,5,1.177172618,0.480962198
KRT36,0,4,0,0,2,0,1.213513812,0.088838794
KRT13,14,17,10,22,22,16,1.373177049,0.002140412
KRT15,772,819,476,902,814,884,1.010151128,0.727756534
KRT19,40748,44789,32487,53649,46764,57650,1.044078254,0.138844106
KRT9,2,1,2,2,2,2,0.420293956,1.98985E-08
KRT14,9,1,0,6,6,5,0.630262855,1.12909E-05
KRT16,15,7,6,9,3,4,1.141631647,0.032378331
KRT17,19,43,21,47,25,16,0.744769153,0.043636329
EIF1,2108,2768,2182,3119,2598,3809,0.948842114,0.222460701
GAST,0,10,2,6,0,6,1.080429439,0.029470878
HAP1,24,45,20,30,20,24,1.039881578,0.271519773
JUP,1007,1318,848,1402,1178,1675,0.89435586,0.080570356
P3H4,692,1052,776,1095,783,1340,1.001442911,0.987021233
FKBP10,3260,4826,3825,5013,4032,7015,0.35657414,1.47213E-14
NT5C3B,1304,1814,1536,2081,1536,2539,1.599252712,0.003617419
KLHL10,5,2,2,0,0,2,1.267110039,0.236589851
KLHL11,124,144,130,174,150,222,1.526379381,0.000702203
ACLY,8342,11444,9804,13523,10268,18797,0.992962822,0.794504655
TTC25,24,55,62,40,32,84,0.799590187,0.139668207
CNP,1482,2098,1796,2753,1915,3265,0.891280888,0.03294817
DNAJC7,16650,21443,18212,26785,20269,31762,0.982914409,0.789790831
NKIRAS2,2291,2987,2725,3519,2723,4431,0.488968283,0.059142495
ZNF385C,45,102,86,111,76,108,0.570946791,0.401742164
C17orf113,4,11,6,6,3,4,1.006584088,0.789679428
DHX58,33,50,36,42,32,63,0.854378235,0.00666401
KAT2A,549,686,594,894,589,1171,3.759832016,6.92016E-14
AC099811.2,5549,7543,6310,9128,7624,11318,22.69149571,3.0617E-132
HSPB9,0,0,2,0,0,1,0.667225541,0.000465639
RAB5C,5820,7929,6564,9464,7927,11742,0.22929373,0.225711524
KCNH4,3,5,2,5,6,0,1.340334613,0.002660382
HCRT,0,1,1,3,0,0,0.821976805,0.025757265
GHDC,180,246,210,334,232,490,1.007228273,0.74459691
STAT5B,503,736,548,865,608,867,2.051857543,0.00027273
STAT5A,32,48,22,45,42,52,1.920656924,0.439814205
STAT3,3529,4560,3844,5634,3964,6784,4.080075502,9.82733E-05
CAVIN1,5824,7533,6896,9215,7352,11299,1.014486071,0.626755379
ATP6V0A1,777,1144,894,1246,989,1527,1.00306762,0.900588209
NAGLU,224,264,261,384,263,394,0.996594845,0.870550115
HSD17B1,189,250,199,297,246,384,2.098497582,0.186746677
COASY,2109,2719,2408,3366,2465,4212,0.996596934,0.906767517
MLX,2379,3114,2326,3570,2796,4332,1.104687872,0.037685001
PSMC3IP,3089,4121,3831,5621,3879,6380,1.005602654,0.859929375
RETREG3,2271,2812,2739,3754,2656,4639,1.300746067,5.75778E-06
TUBG1,4838,6079,5931,8086,5723,10018,1.02184214,0.716481578
TUBG2,367,611,436,587,573,815,1.016146606,1
PLEKHH3,118,190,199,200,132,287,0.371408271,1.93841E-05
CCR10,298,488,470,581,368,623,1.051671822,0.162561491
CNTNAP1,372,630,570,743,464,764,0.939530974,0.207885157
EZH1,378,468,308,470,401,542,1.308262761,1.95686E-05
RAMP2,8,6,4,14,4,6,1.045173135,0.328248717
VPS25,1093,1401,1159,1673,1358,2096,1.495209,5.76219E-13
WNK4,238,289,262,304,279,436,1.030459837,0.567685908
COA3,276,373,349,474,325,599,0.786809058,0.000546164
CNTD1,853,1216,830,1242,953,1375,1.200196198,0.028524042
BECN1,4870,6881,4842,7540,6278,8398,0.987893572,0.833672381
PSME3,5254,7123,5780,8816,6692,10441,0.95269768,0.06539558
AOC2,12,41,20,43,24,38,0.526631642,5.65082E-05
AOC3,144,270,279,264,172,389,0.970671642,0.342814954
AARSD1,482,594,436,747,558,759,1.008661387,0.802322948
PTGES3L-AARSD1,549,707,548,908,693,933,1.098258891,0.05739952
PTGES3L,97,134,123,195,144,194,0.978463893,0.52685903
RUNDC1,1210,1799,1424,1918,1526,2144,1.02665889,0.372817638
RPL27,23114,31116,27086,38064,26204,45954,3.146542533,0.014306174
IFI35,218,320,262,408,306,524,0.333216417,0.000216503
VAT1,3663,5080,3746,5620,4402,6651,1.228375634,0.000177279
RND2,4,4,2,9,0,2,0.990651611,0.735584836
BRCA1,944,1404,1181,1594,1203,2015,3.759214653,0.000352577
NBR1,2884,3811,3548,4596,3523,6022,1.030199957,0.442278254
TMEM106A,182,316,182,344,257,341,1.012232178,0.707210102
CCDC200,52,81,48,55,62,93,1.044269193,0.503565574
ARL4D,40,78,58,94,44,86,1.199914725,0.008754175
DHX8,2179,2906,2614,3427,2661,4305,1.017778806,0.715999031
ETV4,1294,1793,1818,2064,1621,3256,1.043759381,0.336350724
DUSP3,1676,2306,1858,2447,1996,3198,0.95081488,0.106925481
CFAP97D1,2,4,0,0,2,2,1.116020393,0.134508606
MPP3,218,275,155,364,267,244,0.970860939,0.336148966
CD300LG,0,0,2,0,2,2,1.115185501,0.3104185
MPP2,23,28,30,19,18,35,2.196624313,1
PPY,0,0,0,0,2,0,2.110216265,8.57801E-15
PYY,2,2,0,0,2,0,1.023775138,0.493062857
NAGS,66,100,40,71,70,78,1.306918605,0.088377667
TMEM101,1098,1397,1233,1709,1358,2187,0.9511643,0.30038181
LSM12,1415,1787,1656,2242,1563,2777,0.685026199,0.159905303
G6PC3,302,352,324,406,381,596,1.408991656,2.68744E-09
HDAC5,259,442,443,508,305,651,1.025632692,0.360039971
HROB,66,47,63,78,41,90,1.024804477,0.603425739
ASB16,64,109,48,83,69,95,0.7807525,2.18271E-10
TMUB2,222,316,254,345,251,475,0.989120144,0.829100351
ATXN7L3,1443,1990,1694,2369,1690,2905,1.005165224,0.82774504
UBTF,6956,8759,7886,11756,8021,12901,0.547352637,0.001150645
SLC4A1,0,2,0,0,2,4,0.971139799,0.215508976
RUNDC3A,2,0,4,0,4,6,0.83200217,0.060509324
SLC25A39,643,948,736,1136,787,1428,0.980383633,0.824571478
GRN,786,1232,782,1146,831,1623,0.760338574,0.001643014
FAM171A2,28,38,46,48,32,62,0.985067076,0.642404588
ITGA2B,0,10,6,0,2,12,0.975996094,0.487372858
GPATCH8,5453,7107,6721,9074,6764,10893,1.079644281,0.075353479
FZD2,0,2,4,4,0,2,0.947404065,0.084922145
MEIOC,1924,2611,2404,3070,2381,3851,0.916953691,0.064667851
CCDC43,2902,3998,3610,4634,3695,5836,0.909574584,0.127835412
DBF4B,382,472,505,586,432,708,0.962740478,0.447374299
ADAM11,4,5,14,10,10,12,0.66243906,0.001096336
GJC1,290,285,228,462,386,346,2.615238167,1.61399E-09
HIGD1B,3,1,0,2,0,4,0.860946032,0.026045593
EFTUD2,5019,6242,5323,7885,5837,9099,0.986521284,0.695777206
CCDC103,1467,1981,1667,2428,1736,2709,0.980616906,0.842007867
FAM187A,66,93,88,90,50,134,1.007440148,0.821987783
GFAP,10,10,3,8,8,15,1.024926538,0.453780448
KIF18B,280,353,317,486,288,496,0.9759834,0.80606686
C1QL1,0,2,2,0,2,2,0.415223613,2.8011E-09
DCAKD,296,386,341,389,328,558,0.374269022,1.72727E-08
NMT1,4759,5910,5615,7937,5604,8954,0.995134333,0.791223846
PLCD3,1133,1452,863,1597,1329,1428,0.979955112,0.782560541
ACBD4,113,210,153,234,169,268,0.996028155,0.853679894
HEXIM1,3259,4280,4091,5383,4088,6760,0.982664009,0.71142136
HEXIM2,456,811,615,866,660,962,0.826507896,0.000500926
FMNL1,26,45,26,46,55,42,0.966312974,0.586173555
SPATA32,4,8,14,3,11,16,1.00955423,0.852816559
MAP3K14,114,177,160,195,188,252,1.010051103,0.789508335
ARHGAP27,626,942,600,1002,819,972,0.752373443,6.28127E-07
PLEKHM1,597,843,448,792,675,805,1.014022488,0.792004064
LINC02210-CRHR1,4,22,8,22,17,20,0.897782287,0.025769913
SPPL2C,0,0,0,2,2,0,1.128702168,0.366449493
MAPT,40,117,40,80,71,84,0.976931457,0.357286757
KANSL1,534,727,624,861,619,944,1.028485835,0.470616971
ARL17B,276,352,289,449,319,596,1.01024588,0.81825015
LRRC37A,248,313,233,348,307,465,1.00715748,0.84296173
LRRC37A2,163,205,181,261,190,288,0.983260694,0.627074782
ARL17A,290,288,291,382,299,477,0.862954982,0.032473896
NSF,1737,2430,1933,2658,2222,3373,1.020006129,0.603256207
WNT3,74,96,103,145,82,175,1.078970318,0.046910516
WNT9B,0,2,0,0,0,2,0.606113243,0.002738682
GOSR2,1065,1515,1137,1684,1357,2118,1.017234476,0.642728424
AC005670.2,783,1123,790,1166,981,1472,0.82106764,6.61563E-05
RPRML,4,0,2,0,3,2,0.734379559,1.03162E-05
CDC27,1849,2302,2105,2878,2302,3455,0.949769888,0.222801936
MYL4,2,0,0,0,0,2,0.899803713,0.001674748
ITGB3,56,56,18,44,36,50,0.960447655,0.409562539
AC068234.1,31,33,14,23,25,31,0.963114397,0.469903308
EFCAB13,28,44,32,45,18,44,1.029273814,0.548345379
NPEPPS,2186,2970,2503,3408,2710,4139,1.069898107,0.207171853
KPNB1,23911,31447,28589,41747,29988,48988,1.013160007,0.813473432
TBKBP1,135,175,138,188,166,293,1.032568175,0.739573382
OSBPL7,24,44,48,45,37,61,0.972663198,0.440305994
MRPL10,389,507,456,533,478,732,0.972771913,0.455912464
LRRC46,18,20,12,7,15,12,1.022575189,0.668586794
SCRN2,122,136,148,196,124,244,0.995133666,0.970050566
SP6,4,17,6,10,2,10,1.109879091,0.010233891
SP2,378,593,452,688,515,750,1.079223776,0.222598802
PNPO,626,724,651,819,672,996,0.422851276,0.111029597
PRR15L,14,26,4,18,8,24,0.994731198,0.778992157
CDK5RAP3,1095,1518,1182,1740,1275,1853,1.000123926,0.998325203
COPZ2,0,10,0,6,0,0,1.023289432,0.733040315
NFE2L1,9882,14461,12839,17515,12411,20416,1.008628544,0.839220745
CBX1,9562,12900,12591,17242,12041,20092,0.851977583,0.000126545
SNX11,160,199,143,242,152,296,0.920162929,0.4254574
SKAP1,0,0,2,0,0,2,0.934314935,0.243754551
HOXB2,0,0,0,0,0,4,0.950446753,0.22174625
HOXB3,0,0,2,0,0,4,0.976633284,0.42221051
HOXB6,0,2,2,0,0,2,1.170482953,0.011888649
HOXB7,2,8,6,18,4,8,0.992431676,0.817731476
PRAC2,0,0,0,0,2,0,0.986120336,0.625053436
HOXB13,0,2,2,2,2,0,0.931616401,0.2067333
TTLL6,0,4,6,4,4,0,1.08199762,0.200025295
CALCOCO2,7666,10315,7786,11280,9391,12077,1.089388142,0.163201929
ATP5MC1,312,433,345,450,382,606,0.890833211,0.021823168
UBE2Z,786,1022,914,1214,955,1667,1.109024102,0.050509171
SNF8,3706,4751,4051,5625,4528,6686,0.956130298,0.550461499
GIP,73,105,74,106,98,122,0.936257431,0.209140214
IGF2BP1,8243,11285,8817,12901,10066,14774,1.254206936,0.002357713
B4GALNT2,6,6,4,4,12,10,0.981730797,0.623287133
ABI3,0,0,2,0,2,0,0.985208011,0.618535889
PHOSPHO1,0,2,2,2,0,2,0.985973352,0.669870337
ZNF652,770,1016,925,1186,916,1469,0.832671173,0.115700133
PHB,5995,7937,6732,9824,7644,12196,0.915947241,0.00675453
NGFR,563,662,400,766,488,576,0.929124563,0.143541391
NXPH3,24,32,24,50,58,38,0.998645999,0.966744609
SPOP,878,1136,1022,1405,893,1701,0.739109467,1.98426E-05
SLC35B1,546,821,686,916,686,1106,1.000706311,1
FAM117A,415,538,561,704,492,929,0.982527367,0.524144018
KAT7,886,1166,1088,1465,966,1804,1.536038303,0.643094748
TAC4,4,2,2,5,2,2,1.001220391,0.972409071
DLX4,2,0,6,2,2,2,1.166537914,0.000956371
DLX3,4,4,6,12,4,10,0.895963983,0.060527699
ITGA3,200,284,116,316,201,178,0.819569488,2.2614E-05
PDK2,166,256,246,244,224,404,3.226654885,0.023156585
SAMD14,27,35,26,20,22,50,1.125393735,0.000785496
PPP1R9B,4549,6118,5186,7266,5495,8743,0.949403282,0.301859235
SGCA,0,0,0,0,0,4,0.998558772,0.948479711
COL1A1,40,38,58,46,24,58,0.935327779,0.157843845
TMEM92,6,2,0,0,2,4,1.268899883,0.146483318
XYLT2,615,853,768,961,732,1160,0.986034454,0.929606682
MRPL27,1346,1994,1758,2595,1765,3099,0.884151955,0.137290474
EME1,487,754,698,977,600,1222,0.988437807,0.748388143
LRRC59,16035,22138,19094,26782,20184,33678,0.992177695,0.833824537
ACSF2,808,1093,975,1299,848,1562,0.951123544,0.098524945
CHAD,96,96,128,130,89,151,0.909506806,0.103766604
RSAD1,461,701,491,857,649,953,0.992452543,0.809007794
MYCBPAP,8,4,6,16,7,14,0.942614708,0.321596679
EPN3,30,42,53,43,40,74,0.725662918,7.72178E-05
SPATA20,592,866,570,802,682,904,0.943033345,0.19518489
CACNA1G,1,8,0,8,4,4,0.987233843,0.700675737
ABCC3,821,1302,670,1345,1011,1139,1.000097388,0.99822454
ANKRD40,3085,4250,3692,5360,3823,6059,1.06347569,0.091325708
LUC7L3,33741,43558,40095,57781,41603,70130,1.165378106,0.010535657
ANKRD40CL,4,8,10,4,2,12,1.041535414,0.335890188
WFIKKN2,4,9,8,7,8,14,1.018980568,0.553128449
TOB1,677,831,857,996,721,1435,0.97180906,0.520478052
SPAG9,7736,10265,8476,12016,9703,14063,1.027300422,0.848940318
NME1,5710,7311,5860,9000,6806,10936,0.866651155,0.000459531
NME1-NME2,10589,13533,11189,16675,12768,20189,0.97473271,0.450783286
NME2,5229,6732,5729,8270,6424,9983,0.987445702,0.612640294
MBTD1,718,972,881,1142,859,1552,1.018551419,0.566736074
UTP18,4270,5297,5073,7308,5568,8222,0.911578165,0.007447144
TOM1L1,978,1383,983,1508,1125,1681,1.108746039,1
COX11,1918,2681,2587,3550,2563,4761,0.963408814,0.426338162
STXBP4,676,973,798,1245,899,1608,1.034498598,0.374779389
HLF,2401,3710,3793,4235,2891,6577,0.955098495,0.416715887
MMD,824,1040,1181,1398,949,2085,1.221933413,0.002617267
SMIM36,0,0,0,2,0,2,1.026748204,0.558744778
PCTP,1199,1675,1544,2065,1406,2696,0.946890034,0.236101984
ANKFN1,0,0,0,6,0,0,0.597069362,2.95135E-10
NOG,0,0,0,0,2,2,1.621537133,9.36178E-09
C17orf67,141,264,149,282,222,320,0.967037982,0.448218957
DGKE,196,250,228,384,262,381,1.044448712,0.260856113
TRIM25,2775,4005,2584,4358,3272,4644,0.974304644,0.77804425
COIL,1141,1461,1234,2025,1378,2060,2.951448507,6.96147E-16
SCPEP1,310,471,280,442,330,534,1.072419884,0.165916298
AKAP1,6090,8292,7429,11042,7175,11557,0.927168035,0.315790934
MSI2,2829,3709,3298,4726,3479,5547,1.230180931,0.001301585
MRPS23,3189,4580,3900,5747,4260,6810,1.012704996,0.807208741
CUEDC1,199,260,206,263,270,297,1.030196324,0.236886934
VEZF1,1346,1944,1288,2807,1623,2253,1.08628047,0.032192529
AC015813.2,6374,8654,7870,11525,7848,13355,0.540425505,5.51566E-08
SRSF1,6856,9329,8434,12356,8417,14373,1.030658138,0.421609459
DYNLL2,3068,3960,3693,5317,3658,6008,0.985414874,0.710150162
OR4D2,0,0,0,0,0,2,1.017073454,0.58403534
MKS1,218,304,296,414,290,411,1.082677225,0.105677871
LPO,64,109,108,154,92,135,0.955615995,0.213108765
MPO,0,2,0,2,4,0,1.084125815,0.181920039
TSPOAP1,2,4,2,2,8,6,1.124942524,0.050097997
SUPT4H1,741,1027,803,1137,873,1310,1.017079521,0.603551448
AC004687.2,2152,2645,2143,3205,2490,3415,0.992029052,0.864740721
RNF43,3984,5049,4258,6469,4822,6573,1.00690265,0.844233176
HSF5,0,0,2,0,0,4,0.910100019,0.138356713
MTMR4,480,687,562,783,573,961,0.895504626,0.009042739
SEPTIN4,12,10,12,7,12,18,1.001742132,0.946213178
TEX14,3,0,2,4,0,4,0.71146531,0.049434205
RAD51C,648,837,762,1008,742,1465,0.49838166,1.43285E-05
PPM1E,6,2,1,7,7,10,0.84134809,0.00058348
TRIM37,2150,2711,2456,3767,2523,4108,0.9997107,0.994145486
SKA2,2649,3521,3326,4726,3169,5628,0.964601168,0.201237199
PRR11,864,1079,1059,1616,902,1752,1.006476932,0.883955814
AC099850.2,135,157,149,250,130,241,1.024827388,0.69134394
SMG8,779,915,849,1246,973,1424,0.968387515,0.427895299
GDPD1,58,99,69,111,83,138,1.001143695,0.965325839
YPEL2,120,194,220,252,200,346,1.150917886,0.109567748
DHX40,697,979,895,1178,812,1414,0.964632604,0.233949233
CLTC,8883,12009,10246,14331,10911,17423,1.108126069,0.070643699
PTRH2,3059,4308,3956,5157,3855,6426,1.067593735,0.135382794
VMP1,3849,5261,4165,5951,4576,7236,1.002032392,0.977741335
TUBD1,231,288,248,358,215,381,1.057171827,0.141850016
RPS6KB1,2036,2727,2323,3497,2615,3927,0.889819413,0.547898457
AC005702.1,77,106,81,127,82,146,0.977329737,0.429713257
RNFT1,200,274,259,318,281,423,1.029143808,0.421465211
HEATR6,300,392,350,428,356,620,1.118967859,0.436012541
